ID,NI,CI,HI,WI,NO,DO,HO,WO,HK,WK,HPTOP,HPBOTTOM,WPLEFT,WPRIGHT,HS,WS,HD,WD,GROUP,BIAS
1732,1,2304,19,19,1,640,19,19,1,1,0,0,0,0,1,1,1,1,1,640
1733,1,640,19,19,1,3840,19,19,1,1,0,0,0,0,1,1,1,1,1,3840
1734,1,3840,1,1,1,160,1,1,1,1,0,0,0,0,1,1,1,1,1,160
1735,1,160,1,1,1,3840,1,1,1,1,0,0,0,0,1,1,1,1,1,3840
1736,1,3840,19,19,1,640,19,19,1,1,0,0,0,0,1,1,1,1,1,640
1737,1,640,19,19,1,2560,19,19,1,1,0,0,0,0,1,1,1,1,1,2560
1738,1,72,1,1,1,18,1,1,1,1,0,0,0,0,1,1,1,1,1,18
1739,1,18,1,1,1,72,1,1,1,1,0,0,0,0,1,1,1,1,1,72
1740,1,72,336,336,1,32,336,336,1,1,0,0,0,0,1,1,1,1,1,32
1741,1,32,336,336,1,32,336,336,1,1,0,0,0,0,1,1,1,1,1,32
1742,1,32,336,336,1,192,336,336,1,1,0,0,0,0,1,1,1,1,1,192
1743,1,192,168,168,1,56,168,168,1,1,0,0,0,0,1,1,1,1,1,56
1744,1,56,168,168,1,336,168,168,1,1,0,0,0,0,1,1,1,1,1,336
1745,1,336,168,168,1,56,168,168,1,1,0,0,0,0,1,1,1,1,1,56
1746,1,336,84,84,1,88,84,84,1,1,0,0,0,0,1,1,1,1,1,88
1747,1,88,84,84,1,528,84,84,1,1,0,0,0,0,1,1,1,1,1,528
1748,1,528,84,84,1,88,84,84,1,1,0,0,0,0,1,1,1,1,1,88
1749,1,528,42,42,1,176,42,42,1,1,0,0,0,0,1,1,1,1,1,176
1750,1,176,42,42,1,1056,42,42,1,1,0,0,0,0,1,1,1,1,1,1056
1751,1,1056,42,42,1,176,42,42,1,1,0,0,0,0,1,1,1,1,1,176
1752,1,1056,42,42,1,248,42,42,1,1,0,0,0,0,1,1,1,1,1,248
1753,1,248,42,42,1,1488,42,42,1,1,0,0,0,0,1,1,1,1,1,1488
1754,1,1488,1,1,1,62,1,1,1,1,0,0,0,0,1,1,1,1,1,62
1755,1,62,1,1,1,1488,1,1,1,1,0,0,0,0,1,1,1,1,1,1488
1756,1,1488,42,42,1,248,42,42,1,1,0,0,0,0,1,1,1,1,1,248
1757,1,1488,21,21,1,424,21,21,1,1,0,0,0,0,1,1,1,1,1,424
1758,1,424,21,21,1,2544,21,21,1,1,0,0,0,0,1,1,1,1,1,2544
1759,1,2544,1,1,1,106,1,1,1,1,0,0,0,0,1,1,1,1,1,106
1760,1,106,1,1,1,2544,1,1,1,1,0,0,0,0,1,1,1,1,1,2544
1761,1,2544,21,21,1,424,21,21,1,1,0,0,0,0,1,1,1,1,1,424
1762,1,2544,21,21,1,704,21,21,1,1,0,0,0,0,1,1,1,1,1,704
1763,1,704,21,21,1,4224,21,21,1,1,0,0,0,0,1,1,1,1,1,4224
1764,1,4224,1,1,1,176,1,1,1,1,0,0,0,0,1,1,1,1,1,176
1765,1,176,1,1,1,4224,1,1,1,1,0,0,0,0,1,1,1,1,1,4224
1766,1,4224,21,21,1,704,21,21,1,1,0,0,0,0,1,1,1,1,1,704
1767,1,704,21,21,1,2816,21,21,1,1,0,0,0,0,1,1,1,1,1,2816
1768,1,128,150,150,1,32,150,150,1,1,0,0,0,0,1,1,1,1,1,32
1769,1,256,75,75,1,40,75,75,1,1,0,0,0,0,1,1,1,1,1,40
1770,1,320,75,75,1,40,75,75,1,1,0,0,0,0,1,1,1,1,1,40
1771,1,320,38,38,1,56,38,38,1,1,0,0,0,0,1,1,1,1,1,56
1772,1,448,38,38,1,56,38,38,1,1,0,0,0,0,1,1,1,1,1,56
1773,1,56,38,38,1,448,38,38,1,1,0,0,0,0,1,1,1,1,1,448
1774,1,448,19,19,1,112,19,19,1,1,0,0,0,0,1,1,1,1,1,112
1775,1,112,19,19,1,896,19,19,1,1,0,0,0,0,1,1,1,1,1,896
1776,1,896,19,19,1,112,19,19,1,1,0,0,0,0,1,1,1,1,1,112
1777,1,896,19,19,1,176,19,19,1,1,0,0,0,0,1,1,1,1,1,176
1778,1,176,19,19,1,1408,19,19,1,1,0,0,0,0,1,1,1,1,1,1408
1779,1,1408,19,19,1,176,19,19,1,1,0,0,0,0,1,1,1,1,1,176
1780,1,1408,10,10,1,232,10,10,1,1,0,0,0,0,1,1,1,1,1,232
1781,1,232,10,10,1,1856,10,10,1,1,0,0,0,0,1,1,1,1,1,1856
1782,1,1856,10,10,1,232,10,10,1,1,0,0,0,0,1,1,1,1,1,232
1783,1,232,10,10,1,1536,10,10,1,1,0,0,0,0,1,1,1,1,1,1536
1784,1,96,120,120,1,24,120,120,1,1,0,0,0,0,1,1,1,1,1,24
1785,1,192,60,60,1,32,60,60,1,1,0,0,0,0,1,1,1,1,1,32
1786,1,256,60,60,1,32,60,60,1,1,0,0,0,0,1,1,1,1,1,32
1787,1,256,30,30,1,48,30,30,1,1,0,0,0,0,1,1,1,1,1,48
1788,1,384,30,30,1,48,30,30,1,1,0,0,0,0,1,1,1,1,1,48
1789,1,48,30,30,1,384,30,30,1,1,0,0,0,0,1,1,1,1,1,384
1790,1,384,15,15,1,96,15,15,1,1,0,0,0,0,1,1,1,1,1,96
1791,1,96,15,15,1,768,15,15,1,1,0,0,0,0,1,1,1,1,1,768
1792,1,768,15,15,1,96,15,15,1,1,0,0,0,0,1,1,1,1,1,96
1793,1,768,15,15,1,144,15,15,1,1,0,0,0,0,1,1,1,1,1,144
1794,1,144,15,15,1,1152,15,15,1,1,0,0,0,0,1,1,1,1,1,1152
1795,1,1152,15,15,1,144,15,15,1,1,0,0,0,0,1,1,1,1,1,144
1796,1,192,8,8,1,1536,8,8,1,1,0,0,0,0,1,1,1,1,1,1536
1797,1,1536,8,8,1,192,8,8,1,1,0,0,0,0,1,1,1,1,1,192
1798,1,192,8,8,1,1280,8,8,1,1,0,0,0,0,1,1,1,1,1,1280
1799,1,96,112,112,1,24,112,112,1,1,0,0,0,0,1,1,1,1,1,24
1800,1,256,56,56,1,32,56,56,1,1,0,0,0,0,1,1,1,1,1,32
1801,1,256,28,28,1,48,28,28,1,1,0,0,0,0,1,1,1,1,1,48
1802,1,384,28,28,1,48,28,28,1,1,0,0,0,0,1,1,1,1,1,48
1803,1,48,28,28,1,384,28,28,1,1,0,0,0,0,1,1,1,1,1,384
1804,1,384,14,14,1,96,14,14,1,1,0,0,0,0,1,1,1,1,1,96
1805,1,96,14,14,1,768,14,14,1,1,0,0,0,0,1,1,1,1,1,768
1806,1,768,14,14,1,96,14,14,1,1,0,0,0,0,1,1,1,1,1,96
1807,1,768,14,14,1,144,14,14,1,1,0,0,0,0,1,1,1,1,1,144
1808,1,144,14,14,1,1152,14,14,1,1,0,0,0,0,1,1,1,1,1,1152
1809,1,1152,14,14,1,144,14,14,1,1,0,0,0,0,1,1,1,1,1,144
1810,1,192,7,7,1,1536,7,7,1,1,0,0,0,0,1,1,1,1,1,1536
1811,1,192,7,7,1,1280,7,7,1,1,0,0,0,0,1,1,1,1,1,1280
1812,1,256,112,112,1,128,112,112,1,1,0,0,0,0,1,1,1,1,1,128
1813,1,128,112,112,1,128,112,112,1,1,0,0,0,0,1,1,1,1,1,128
1814,1,128,112,112,1,48,112,112,1,1,0,0,0,0,1,1,1,1,1,48
1815,1,192,1,1,1,12,1,1,1,1,0,0,0,0,1,1,1,1,1,12
1816,1,12,1,1,1,192,1,1,1,1,0,0,0,0,1,1,1,1,1,192
1817,1,192,112,112,1,48,112,112,1,1,0,0,0,0,1,1,1,1,1,48
1818,1,192,56,56,1,80,56,56,1,1,0,0,0,0,1,1,1,1,1,80
1819,1,320,1,1,1,20,1,1,1,1,0,0,0,0,1,1,1,1,1,20
1820,1,20,1,1,1,320,1,1,1,1,0,0,0,0,1,1,1,1,1,320
1821,1,320,56,56,1,80,56,56,1,1,0,0,0,0,1,1,1,1,1,80
1822,1,80,56,56,1,320,56,56,1,1,0,0,0,0,1,1,1,1,1,320
1823,1,320,28,28,1,152,28,28,1,1,0,0,0,0,1,1,1,1,1,152
1824,1,152,28,28,1,608,28,28,1,1,0,0,0,0,1,1,1,1,1,608
1825,1,608,1,1,1,38,1,1,1,1,0,0,0,0,1,1,1,1,1,38
1826,1,38,1,1,1,608,1,1,1,1,0,0,0,0,1,1,1,1,1,608
1827,1,608,28,28,1,152,28,28,1,1,0,0,0,0,1,1,1,1,1,152
1828,1,152,28,28,1,912,28,28,1,1,0,0,0,0,1,1,1,1,1,912
1829,1,912,1,1,1,38,1,1,1,1,0,0,0,0,1,1,1,1,1,38
1830,1,38,1,1,1,912,1,1,1,1,0,0,0,0,1,1,1,1,1,912
1831,1,912,28,28,1,216,28,28,1,1,0,0,0,0,1,1,1,1,1,216
1832,1,216,28,28,1,1296,28,28,1,1,0,0,0,0,1,1,1,1,1,1296
1833,1,1296,1,1,1,54,1,1,1,1,0,0,0,0,1,1,1,1,1,54
1834,1,54,1,1,1,1296,1,1,1,1,0,0,0,0,1,1,1,1,1,1296
1835,1,1296,28,28,1,216,28,28,1,1,0,0,0,0,1,1,1,1,1,216
1836,1,1296,14,14,1,368,14,14,1,1,0,0,0,0,1,1,1,1,1,368
1837,1,368,14,14,1,2208,14,14,1,1,0,0,0,0,1,1,1,1,1,2208
1838,1,2208,1,1,1,92,1,1,1,1,0,0,0,0,1,1,1,1,1,92
1839,1,92,1,1,1,2208,1,1,1,1,0,0,0,0,1,1,1,1,1,2208
1840,1,2208,14,14,1,368,14,14,1,1,0,0,0,0,1,1,1,1,1,368
1841,1,2208,14,14,1,616,14,14,1,1,0,0,0,0,1,1,1,1,1,616
1842,1,616,14,14,1,3696,14,14,1,1,0,0,0,0,1,1,1,1,1,3696
1843,1,3696,1,1,1,154,1,1,1,1,0,0,0,0,1,1,1,1,1,154
1844,1,154,1,1,1,3696,1,1,1,1,0,0,0,0,1,1,1,1,1,3696
1845,1,3696,14,14,1,616,14,14,1,1,0,0,0,0,1,1,1,1,1,616
1846,1,616,14,14,1,2456,14,14,1,1,0,0,0,0,1,1,1,1,1,2456
1847,1,136,1,1,1,34,1,1,1,1,0,0,0,0,1,1,1,1,1,34
1848,1,34,1,1,1,136,1,1,1,1,0,0,0,0,1,1,1,1,1,136
1849,1,136,400,400,1,72,400,400,1,1,0,0,0,0,1,1,1,1,1,72
1850,1,72,400,400,1,72,400,400,1,1,0,0,0,0,1,1,1,1,1,72
1851,1,72,400,400,1,432,400,400,1,1,0,0,0,0,1,1,1,1,1,432
1852,1,432,200,200,1,104,200,200,1,1,0,0,0,0,1,1,1,1,1,104
1853,1,104,200,200,1,624,200,200,1,1,0,0,0,0,1,1,1,1,1,624
1854,1,624,1,1,1,26,1,1,1,1,0,0,0,0,1,1,1,1,1,26
1855,1,26,1,1,1,624,1,1,1,1,0,0,0,0,1,1,1,1,1,624
1856,1,624,200,200,1,104,200,200,1,1,0,0,0,0,1,1,1,1,1,104
1857,1,624,100,100,1,176,100,100,1,1,0,0,0,0,1,1,1,1,1,176
1858,1,176,100,100,1,1056,100,100,1,1,0,0,0,0,1,1,1,1,1,1056
1859,1,1056,100,100,1,176,100,100,1,1,0,0,0,0,1,1,1,1,1,176
1860,1,1056,50,50,1,344,50,50,1,1,0,0,0,0,1,1,1,1,1,344
1861,1,344,50,50,1,2064,50,50,1,1,0,0,0,0,1,1,1,1,1,2064
1862,1,2064,50,50,1,344,50,50,1,1,0,0,0,0,1,1,1,1,1,344
1863,1,2064,50,50,1,480,50,50,1,1,0,0,0,0,1,1,1,1,1,480
1864,1,480,50,50,1,2880,50,50,1,1,0,0,0,0,1,1,1,1,1,2880
1865,1,2880,1,1,1,120,1,1,1,1,0,0,0,0,1,1,1,1,1,120
1866,1,120,1,1,1,2880,1,1,1,1,0,0,0,0,1,1,1,1,1,2880
1867,1,2880,50,50,1,480,50,50,1,1,0,0,0,0,1,1,1,1,1,480
1868,1,2880,25,25,1,824,25,25,1,1,0,0,0,0,1,1,1,1,1,824
1869,1,824,25,25,1,4944,25,25,1,1,0,0,0,0,1,1,1,1,1,4944
1870,1,4944,1,1,1,206,1,1,1,1,0,0,0,0,1,1,1,1,1,206
1871,1,206,1,1,1,4944,1,1,1,1,0,0,0,0,1,1,1,1,1,4944
1872,1,4944,25,25,1,824,25,25,1,1,0,0,0,0,1,1,1,1,1,824
1873,1,4944,25,25,1,1376,25,25,1,1,0,0,0,0,1,1,1,1,1,1376
1874,1,1376,25,25,1,8256,25,25,1,1,0,0,0,0,1,1,1,1,1,8256
1875,1,8256,1,1,1,344,1,1,1,1,0,0,0,0,1,1,1,1,1,344
1876,1,344,1,1,1,8256,1,1,1,1,0,0,0,0,1,1,1,1,1,8256
1877,1,8256,25,25,1,1376,25,25,1,1,0,0,0,0,1,1,1,1,1,1376
1878,1,1376,25,25,1,5504,25,25,1,1,0,0,0,0,1,1,1,1,1,5504
1879,1,16,130,130,1,96,130,130,1,1,0,0,0,0,1,1,1,1,1,96
1880,1,96,65,65,1,24,65,65,1,1,0,0,0,0,1,1,1,1,1,24
1881,1,24,65,65,1,144,65,65,1,1,0,0,0,0,1,1,1,1,1,144
1882,1,144,65,65,1,24,65,65,1,1,0,0,0,0,1,1,1,1,1,24
1883,1,144,33,33,1,48,33,33,1,1,0,0,0,0,1,1,1,1,1,48
1884,1,48,33,33,1,288,33,33,1,1,0,0,0,0,1,1,1,1,1,288
1885,1,288,33,33,1,48,33,33,1,1,0,0,0,0,1,1,1,1,1,48
1886,1,288,17,17,1,88,17,17,1,1,0,0,0,0,1,1,1,1,1,88
1887,1,88,17,17,1,528,17,17,1,1,0,0,0,0,1,1,1,1,1,528
1888,1,528,17,17,1,88,17,17,1,1,0,0,0,0,1,1,1,1,1,88
1889,1,528,17,17,1,120,17,17,1,1,0,0,0,0,1,1,1,1,1,120
1890,1,120,17,17,1,720,17,17,1,1,0,0,0,0,1,1,1,1,1,720
1891,1,720,17,17,1,120,17,17,1,1,0,0,0,0,1,1,1,1,1,120
1892,1,720,9,9,1,208,9,9,1,1,0,0,0,0,1,1,1,1,1,208
1893,1,1248,9,9,1,208,9,9,1,1,0,0,0,0,1,1,1,1,1,208
1894,1,352,9,9,1,1280,9,9,1,1,0,0,0,0,1,1,1,1,1,1280
1895,1,32,150,150,1,24,150,150,1,1,0,0,0,0,1,1,1,1,1,24
1896,1,24,150,150,1,144,150,150,1,1,0,0,0,0,1,1,1,1,1,144
1897,1,144,75,75,1,32,75,75,1,1,0,0,0,0,1,1,1,1,1,32
1898,1,32,75,75,1,192,75,75,1,1,0,0,0,0,1,1,1,1,1,192
1899,1,192,75,75,1,32,75,75,1,1,0,0,0,0,1,1,1,1,1,32
1900,1,192,38,38,1,48,38,38,1,1,0,0,0,0,1,1,1,1,1,48
1901,1,48,38,38,1,288,38,38,1,1,0,0,0,0,1,1,1,1,1,288
1902,1,288,38,38,1,48,38,38,1,1,0,0,0,0,1,1,1,1,1,48
1903,1,288,19,19,1,96,19,19,1,1,0,0,0,0,1,1,1,1,1,96
1904,1,96,19,19,1,576,19,19,1,1,0,0,0,0,1,1,1,1,1,576
1905,1,576,19,19,1,96,19,19,1,1,0,0,0,0,1,1,1,1,1,96
1906,1,576,19,19,1,136,19,19,1,1,0,0,0,0,1,1,1,1,1,136
1907,1,136,19,19,1,816,19,19,1,1,0,0,0,0,1,1,1,1,1,816
1908,1,816,19,19,1,136,19,19,1,1,0,0,0,0,1,1,1,1,1,136
1909,1,816,10,10,1,232,10,10,1,1,0,0,0,0,1,1,1,1,1,232
1910,1,1392,10,10,1,232,10,10,1,1,0,0,0,0,1,1,1,1,1,232
1911,1,384,10,10,1,1280,10,10,1,1,0,0,0,0,1,1,1,1,1,1280
1912,1,32,190,190,1,24,190,190,1,1,0,0,0,0,1,1,1,1,1,24
1913,1,24,190,190,1,144,190,190,1,1,0,0,0,0,1,1,1,1,1,144
1914,1,144,95,95,1,32,95,95,1,1,0,0,0,0,1,1,1,1,1,32
1915,1,32,95,95,1,192,95,95,1,1,0,0,0,0,1,1,1,1,1,192
1916,1,192,95,95,1,32,95,95,1,1,0,0,0,0,1,1,1,1,1,32
1917,1,192,48,48,1,56,48,48,1,1,0,0,0,0,1,1,1,1,1,56
1918,1,56,48,48,1,336,48,48,1,1,0,0,0,0,1,1,1,1,1,336
1919,1,336,48,48,1,56,48,48,1,1,0,0,0,0,1,1,1,1,1,56
1920,1,336,24,24,1,112,24,24,1,1,0,0,0,0,1,1,1,1,1,112
1921,1,112,24,24,1,672,24,24,1,1,0,0,0,0,1,1,1,1,1,672
1922,1,672,24,24,1,112,24,24,1,1,0,0,0,0,1,1,1,1,1,112
1923,1,672,24,24,1,160,24,24,1,1,0,0,0,0,1,1,1,1,1,160
1924,1,160,24,24,1,960,24,24,1,1,0,0,0,0,1,1,1,1,1,960
1925,1,960,24,24,1,160,24,24,1,1,0,0,0,0,1,1,1,1,1,160
1926,1,960,12,12,1,272,12,12,1,1,0,0,0,0,1,1,1,1,1,272
1927,1,272,12,12,1,1632,12,12,1,1,0,0,0,0,1,1,1,1,1,1632
1928,1,1632,12,12,1,272,12,12,1,1,0,0,0,0,1,1,1,1,1,272
1929,1,1632,12,12,1,448,12,12,1,1,0,0,0,0,1,1,1,1,1,448
1930,1,448,12,12,1,1280,12,12,1,1,0,0,0,0,1,1,1,1,1,1280
1931,1,160,1,1,1,10,1,1,1,1,0,0,0,0,1,1,1,1,1,10
1932,1,10,1,1,1,160,1,1,1,1,0,0,0,0,1,1,1,1,1,160
1933,1,160,72,72,1,96,72,72,1,1,0,0,0,0,1,1,1,1,1,96
1934,1,96,1,1,1,24,1,1,1,1,0,0,0,0,1,1,1,1,1,24
1935,1,24,1,1,1,96,1,1,1,1,0,0,0,0,1,1,1,1,1,96
1936,1,96,72,72,1,96,72,72,1,1,0,0,0,0,1,1,1,1,1,96
1937,1,144,1,1,1,24,1,1,1,1,0,0,0,0,1,1,1,1,1,24
1938,1,24,1,1,1,144,1,1,1,1,0,0,0,0,1,1,1,1,1,144
1939,1,192,112,112,1,96,112,112,1,1,0,0,0,0,1,1,1,1,1,96
1940,1,96,112,112,1,96,112,112,1,1,0,0,0,0,1,1,1,1,1,96
1941,1,128,96,96,1,64,96,96,1,1,0,0,0,0,1,1,1,1,1,64
1942,1,256,96,96,1,64,96,96,1,1,0,0,0,0,1,1,1,1,1,64
1943,1,256,48,48,1,96,48,48,1,1,0,0,0,0,1,1,1,1,1,96
1944,1,384,48,48,1,96,48,48,1,1,0,0,0,0,1,1,1,1,1,96
1945,1,96,48,48,1,384,48,48,1,1,0,0,0,0,1,1,1,1,1,384
1946,1,384,24,24,1,192,24,24,1,1,0,0,0,0,1,1,1,1,1,192
1947,1,192,24,24,1,768,24,24,1,1,0,0,0,0,1,1,1,1,1,768
1948,1,768,24,24,1,192,24,24,1,1,0,0,0,0,1,1,1,1,1,192
1949,1,192,24,24,1,1152,24,24,1,1,0,0,0,0,1,1,1,1,1,1152
1950,1,1152,24,24,1,224,24,24,1,1,0,0,0,0,1,1,1,1,1,224
1951,1,224,24,24,1,1344,24,24,1,1,0,0,0,0,1,1,1,1,1,1344
1952,1,1344,24,24,1,224,24,24,1,1,0,0,0,0,1,1,1,1,1,224
1953,1,1344,12,12,1,384,12,12,1,1,0,0,0,0,1,1,1,1,1,384
1954,1,384,12,12,1,2304,12,12,1,1,0,0,0,0,1,1,1,1,1,2304
1955,1,2304,12,12,1,384,12,12,1,1,0,0,0,0,1,1,1,1,1,384
1956,1,2304,12,12,1,640,12,12,1,1,0,0,0,0,1,1,1,1,1,640
1957,1,640,12,12,1,3840,12,12,1,1,0,0,0,0,1,1,1,1,1,3840
1958,1,3840,12,12,1,640,12,12,1,1,0,0,0,0,1,1,1,1,1,640
1959,1,640,12,12,1,1280,12,12,1,1,0,0,0,0,1,1,1,1,1,1280
1960,1,96,80,80,1,48,80,80,1,1,0,0,0,0,1,1,1,1,1,48
1961,1,192,80,80,1,48,80,80,1,1,0,0,0,0,1,1,1,1,1,48
1962,1,192,40,40,1,80,40,40,1,1,0,0,0,0,1,1,1,1,1,80
1963,1,320,40,40,1,80,40,40,1,1,0,0,0,0,1,1,1,1,1,80
1964,1,80,40,40,1,320,40,40,1,1,0,0,0,0,1,1,1,1,1,320
1965,1,320,20,20,1,160,20,20,1,1,0,0,0,0,1,1,1,1,1,160
1966,1,160,20,20,1,640,20,20,1,1,0,0,0,0,1,1,1,1,1,640
1967,1,640,20,20,1,160,20,20,1,1,0,0,0,0,1,1,1,1,1,160
1968,1,960,20,20,1,176,20,20,1,1,0,0,0,0,1,1,1,1,1,176
1969,1,176,20,20,1,1056,20,20,1,1,0,0,0,0,1,1,1,1,1,1056
1970,1,1056,20,20,1,176,20,20,1,1,0,0,0,0,1,1,1,1,1,176
1971,1,1056,10,10,1,304,10,10,1,1,0,0,0,0,1,1,1,1,1,304
1972,1,304,10,10,1,1824,10,10,1,1,0,0,0,0,1,1,1,1,1,1824
1973,1,1824,10,10,1,304,10,10,1,1,0,0,0,0,1,1,1,1,1,304
1974,1,1824,10,10,1,512,10,10,1,1,0,0,0,0,1,1,1,1,1,512
1975,1,512,10,10,1,3072,10,10,1,1,0,0,0,0,1,1,1,1,1,3072
1976,1,3072,10,10,1,512,10,10,1,1,0,0,0,0,1,1,1,1,1,512
1977,1,512,10,10,1,1280,10,10,1,1,0,0,0,0,1,1,1,1,1,1280
1978,1,32,160,160,1,32,160,160,1,1,0,0,0,0,1,1,1,1,1,32
1979,1,128,80,80,1,56,80,80,1,1,0,0,0,0,1,1,1,1,1,56
1980,1,224,80,80,1,56,80,80,1,1,0,0,0,0,1,1,1,1,1,56
1981,1,224,40,40,1,80,40,40,1,1,0,0,0,0,1,1,1,1,1,80
1982,1,320,20,20,1,152,20,20,1,1,0,0,0,0,1,1,1,1,1,152
1983,1,152,20,20,1,608,20,20,1,1,0,0,0,0,1,1,1,1,1,608
1984,1,608,20,20,1,152,20,20,1,1,0,0,0,0,1,1,1,1,1,152
1985,1,152,20,20,1,912,20,20,1,1,0,0,0,0,1,1,1,1,1,912
1986,1,912,20,20,1,192,20,20,1,1,0,0,0,0,1,1,1,1,1,192
1987,1,192,20,20,1,1152,20,20,1,1,0,0,0,0,1,1,1,1,1,1152
1988,1,1152,20,20,1,192,20,20,1,1,0,0,0,0,1,1,1,1,1,192
1989,1,1152,10,10,1,328,10,10,1,1,0,0,0,0,1,1,1,1,1,328
1990,1,328,10,10,1,1968,10,10,1,1,0,0,0,0,1,1,1,1,1,1968
1991,1,1968,1,1,1,82,1,1,1,1,0,0,0,0,1,1,1,1,1,82
1992,1,82,1,1,1,1968,1,1,1,1,0,0,0,0,1,1,1,1,1,1968
1993,1,1968,10,10,1,328,10,10,1,1,0,0,0,0,1,1,1,1,1,328
1994,1,328,10,10,1,2152,10,10,1,1,0,0,0,0,1,1,1,1,1,2152
1995,1,96,72,72,1,48,72,72,1,1,0,0,0,0,1,1,1,1,1,48
1996,1,192,72,72,1,48,72,72,1,1,0,0,0,0,1,1,1,1,1,48
1997,1,192,36,36,1,64,36,36,1,1,0,0,0,0,1,1,1,1,1,64
1998,1,256,36,36,1,64,36,36,1,1,0,0,0,0,1,1,1,1,1,64
1999,1,64,36,36,1,256,36,36,1,1,0,0,0,0,1,1,1,1,1,256
2000,1,256,18,18,1,128,18,18,1,1,0,0,0,0,1,1,1,1,1,128
2001,1,128,18,18,1,512,18,18,1,1,0,0,0,0,1,1,1,1,1,512
2002,1,512,18,18,1,128,18,18,1,1,0,0,0,0,1,1,1,1,1,128
2003,1,768,18,18,1,160,18,18,1,1,0,0,0,0,1,1,1,1,1,160
2004,1,160,18,18,1,960,18,18,1,1,0,0,0,0,1,1,1,1,1,960
2005,1,960,18,18,1,160,18,18,1,1,0,0,0,0,1,1,1,1,1,160
2006,1,960,9,9,1,272,9,9,1,1,0,0,0,0,1,1,1,1,1,272
2007,1,272,9,9,1,1632,9,9,1,1,0,0,0,0,1,1,1,1,1,1632
2008,1,1632,9,9,1,272,9,9,1,1,0,0,0,0,1,1,1,1,1,272
2009,1,272,9,9,1,1792,9,9,1,1,0,0,0,0,1,1,1,1,1,1792
2010,1,96,56,56,1,40,56,56,1,1,0,0,0,0,1,1,1,1,1,40
2011,1,160,56,56,1,40,56,56,1,1,0,0,0,0,1,1,1,1,1,40
2012,1,160,28,28,1,48,28,28,1,1,0,0,0,0,1,1,1,1,1,48
2013,1,48,28,28,1,192,28,28,1,1,0,0,0,0,1,1,1,1,1,192
2014,1,192,14,14,1,104,14,14,1,1,0,0,0,0,1,1,1,1,1,104
2015,1,104,14,14,1,416,14,14,1,1,0,0,0,0,1,1,1,1,1,416
2016,1,416,1,1,1,26,1,1,1,1,0,0,0,0,1,1,1,1,1,26
2017,1,26,1,1,1,416,1,1,1,1,0,0,0,0,1,1,1,1,1,416
2018,1,416,14,14,1,104,14,14,1,1,0,0,0,0,1,1,1,1,1,104
2019,1,104,14,14,1,624,14,14,1,1,0,0,0,0,1,1,1,1,1,624
2020,1,624,14,14,1,128,14,14,1,1,0,0,0,0,1,1,1,1,1,128
2021,1,128,14,14,1,768,14,14,1,1,0,0,0,0,1,1,1,1,1,768
2022,1,768,7,7,1,208,7,7,1,1,0,0,0,0,1,1,1,1,1,208
2023,1,208,7,7,1,1248,7,7,1,1,0,0,0,0,1,1,1,1,1,1248
2024,1,1248,7,7,1,208,7,7,1,1,0,0,0,0,1,1,1,1,1,208
2025,1,208,7,7,1,1024,7,7,1,1,0,0,0,0,1,1,1,1,1,1024
2026,1,960,9,9,1,256,9,9,1,1,0,0,0,0,1,1,1,1,1,256
2027,1,256,9,9,1,1536,9,9,1,1,0,0,0,0,1,1,1,1,1,1536
2028,1,1536,1,1,1,64,1,1,1,1,0,0,0,0,1,1,1,1,1,64
2029,1,64,1,1,1,1536,1,1,1,1,0,0,0,0,1,1,1,1,1,1536
2030,1,1536,9,9,1,256,9,9,1,1,0,0,0,0,1,1,1,1,1,256
2031,1,256,9,9,1,1280,9,9,1,1,0,0,0,0,1,1,1,1,1,1280
2032,1,1152,24,24,1,256,24,24,1,1,0,0,0,0,1,1,1,1,1,256
2033,1,256,24,24,1,1536,24,24,1,1,0,0,0,0,1,1,1,1,1,1536
2034,1,1536,24,24,1,256,24,24,1,1,0,0,0,0,1,1,1,1,1,256
2035,1,1536,12,12,1,512,12,12,1,1,0,0,0,0,1,1,1,1,1,512
2036,1,512,12,12,1,3072,12,12,1,1,0,0,0,0,1,1,1,1,1,3072
2037,1,3072,12,12,1,512,12,12,1,1,0,0,0,0,1,1,1,1,1,512
2038,1,3072,12,12,1,640,12,12,1,1,0,0,0,0,1,1,1,1,1,640
2039,1,8,112,112,1,8,112,112,1,1,0,0,0,0,1,1,1,1,1,8
2040,1,8,112,112,1,32,112,112,1,1,0,0,0,0,1,1,1,1,1,32
2041,1,32,56,56,1,16,56,56,1,1,0,0,0,0,1,1,1,1,1,16
2042,1,16,56,56,1,64,56,56,1,1,0,0,0,0,1,1,1,1,1,64
2043,1,64,56,56,1,16,56,56,1,1,0,0,0,0,1,1,1,1,1,16
2044,1,32,28,28,1,128,28,28,1,1,0,0,0,0,1,1,1,1,1,128
2045,1,128,28,28,1,32,28,28,1,1,0,0,0,0,1,1,1,1,1,32
2046,1,32,28,28,1,128,28,28,1,1,0,0,0,0,1,1,1,1,1,128
2047,1,64,14,14,1,192,14,14,1,1,0,0,0,0,1,1,1,1,1,192
2048,1,192,14,14,1,192,14,14,1,1,0,0,0,0,1,1,1,1,12,192
2049,1,64,14,14,1,256,14,14,1,1,0,0,0,0,1,1,1,1,1,256
2050,1,256,14,14,1,64,14,14,1,1,0,0,0,0,1,1,1,1,1,64
